i_id,s_id,data,esg_type,promise_status,promise_string,verification_timeline,evidence_status,evidence_string,evidence_quality,company,ticker,page_number,pdf_url,company_source
11723,V4000_43034,秉持「取之社會、用之社會」的初心，中華電信於 2006 年成立中華電信基金會，結合企業核心技術及基金會深耕在地的作為，以共好、共創的夥伴關係，與地方組織、社區單位共同推展數位應用、縮短數位落差，並積極串連內外部資源，彌補社區因資源不足所帶來的發展落後，成為支持在地勇往直前的力量。,S,Yes,秉持「取之社會、用之社會」的初心，中華電信於 2006 年成立中華電信基金會，,already,Yes,結合企業核心技術及基金會深耕在地的作為，以共好、共創的夥伴關係，與地方組織、社區單位共同推展數位應用、縮短數位落差，並積極串連內外部資源，彌補社區因資源不足所帶來的發展落後，成為支持在地勇往直前的力量。,Clear,cht,2412,49,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/cht_2412_page_49.pdf,https://www.cht.com.tw/zh-tw/home/cht/esg
11724,V4000_61012,本公司針對職場人權訂定「員工意見申訴及處理辦法」、「性騷擾防治申訴調查與懲戒處理辦法」，同仁可藉由專線電話、傳真、電子信箱、工會等多元管道進行申訴，相關申訴及意見反應案件均由專人負責處理，對申訴個案盡絕對保密之義務，目前申訴管道均正常運作。本公司亦實施「執行職務遭受不法侵害預防計畫書」，依計畫書執行各單位危害辨識風險評估及職安教育訓練等預防措施，成立處理小組（包含人事部門代表 / 法務代表 / 工會代表 / 職安人員），如有不法侵害投訴案件，依事件進行相關調查，事件發生後皆於時限內有效處理並結案，過程秉持合情、合理、合法精神查明事實，透過委員會公平客觀審理，妥善將申訴案件作周延之處理，2024 年共 2 件不法侵害案件成立，性質屬言語上之侵害，公司已依規定進行適當之查處。,G,No,,N/A,N/A,,N/A,fubon,2881,54,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/fubon_2881_page_54.pdf,https://esg.fubonlife.com.tw/esg-report
11725,V4000_32088,2024 年舉辦第 12 屆封裝技術研究發表會，攜手中山大學、中正大學、成功大學及高雄科技大學，發表 19 項專題研究，透過研發專案將業界實務思維導入校園，打造高階學術知識與人才的培育搖籃，2024 年聚焦於「先進封裝與光學模組應用技術」、「封裝測試開發及改善」兩大主軸，運用 AI 和大數據技術，延續並優化奈米結構近紅外光濾光材料的最佳化設計與製程，利用多層奈米鍍膜技術開發出可阻擋紅外光的環境光感測器；開發覆晶封裝磁鐵蓋板的預測系統來提升生產效率，有助於產品開發流程的即時優化。在環保技術方面，成功研發無機光阻剝除劑，顯著降低製程中的化學使用量並減少碳排放；提升晶圓表面處理的創新的透氣性，優化產品性能，專案成果應用於廠區提高產品良率、商品客製化、製程高效率，使產學合作成果更貼近實際產線需求。,S,No,,N/A,N/A,,N/A,aseh,3711,226,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/aseh_3711_page_226.pdf,https://www.aseglobal.com/ch/csr/csr-download/
11726,V4000_67011,研究船舶節能技術方面，本公司持續推進並已取得階段性成果，目前研究重點包括碳捕捉裝置、氣泡減阻、節能風罩、節能螺槳、軸發電機以及排氣廢熱再循環系統等。評估替代燃料相關基礎設施 ( 如加注港 )、燃料供應鏈及主 / 電機技術發展成熟度，同時，本公司將繼續投入資源，尋求節能技術的創新與突破，以助於實現綠色航運的目標。,E,Yes,11月27日,between_2_and_5_years,No,,N/A,ymtc,2609,93,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/ymtc_2609_page_93.pdf,https://esg.yangming.com/esg/sustainability_report/1/
11727,V4000_14061,隱私權  保障員工、客戶及其他利害關係人之隱私權，確保個人資料之蒐集、處理與利用符合法令規定。,S,No,,N/A,N/A,,N/A,tcfhc,5880,121,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/tcfhc_5880_page_121.pdf,https://esg.tcfhc.com.tw/report-download/
11728,V4000_16072,公司在推動多元文化和尊重員工多樣性及兩性平等方面，採取了多項良好的做法和政策，旨在建立一個包容和友善的工作環境。致力於達到2027年全球女性主管占比達31%。首先，公司制定了明確的多元化與包容性政策，確保所有員工無論性別、年齡、種族、宗教或性取向，都能獲得平等的機會。這些政策不僅體現在招聘過程中，也延伸至薪資、晉升和職業發展等各個方面。其次，公司定期舉辦多元文化培訓和性別平等工作坊，提升員工對多樣性及包容性的認知和理解。這些活動不僅促進了員工之間的相互尊重，也增強了團隊的凝聚力。,S,Yes,致力於達到2027年全球女性主管占比達31%。,between_2_and_5_years,Yes,首先，公司制定了明確的多元化與包容性政策，確保所有員工無論性別、年齡、種族、宗教或性取向，都能獲得平等的機會。這些政策不僅體現在招聘過程中，也延伸至薪資、晉升和職業發展等各個方面。其次，公司定期舉辦多元文化培訓和性別平等工作坊，提升員工對多樣性及包容性的認知和理解。這些活動不僅促進了員工之間的相互尊重，也增強了團隊的凝聚力。,Not Clear,honhai,2317,66,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/honhai_2317_page_66.pdf,https://www.honhai.com/zh-tw/CSR
11729,V4000_65024,本公司並已啟動 ESG 6 Pillar 進行轉型計畫，其中 Decarbonization、Green Products、Recycling、Sustainable Supply Base 四個 pillar 係直接針對低碳經濟轉型、綠色製造願景而展開的轉型工作團隊。各 pillar 每年績效指標與短中長期目標，均公開揭露於永續報告書及 ESG 官網。,G,No,,N/A,N/A,,N/A,wistron,3231,280,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/wistron_3231_page_280.pdf,https://esg.wistron.com/ch/report-download
11730,V4000_55051,廣達深刻理解企業營運與永續發展之間存在雙向影響。在茁壯企業經營的同時，廣達亦肩負起對氣候與環境的責任。積極面對氣候變遷帶來的風險與挑戰，並將韌性思維納入營運管理，是確保企業永續發展的關鍵。廣達不僅追求綠色形象，更著眼於在全球氣候劇變下，強化企業應變能力與永續競爭力。,G,Yes,廣達深刻理解企業營運與永續發展之間存在雙向影響。在茁壯企業經營的同時，廣達亦肩負起對氣候與環境的責任。積極面對氣候變遷帶來的風險與挑戰，並將韌性思維納入營運管理，是確保企業永續發展的關鍵。廣達不僅追求綠色形象，更著眼於在全球氣候劇變下，強化企業應變能力與永續競爭力。,between_2_and_5_years,No,,N/A,qci,2382,77,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/qci_2382_page_77.pdf,https://www.quantatw.com/quanta/chinese/esg/csrreport.aspx
11731,V4000_22065,第三階段：運用高價值的智財以促進商業上的成功，取得客戶訂單，並且拓展更多新的商機，形成永續的正循環。此外，智財權防護牆可防止他人剽竊日月光投控的技術，並可針對競爭對手的智財權威脅進行有效防禦，確保營運自由。,S,Yes,運用高價值的智財以促進商業上的成功，取得客戶訂單，並且拓展更多新的商機，形成永續的正循環。,between_2_and_5_years,No,,N/A,aseh,3711,92,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/aseh_3711_page_92.pdf,https://www.aseglobal.com/ch/csr/csr-download/
11732,V4000_12096,"隨著 12 吋廠的擴張，新機台陸續上線，8 吋廠又有淡季負載變化大，以住人工判斷調整的方式已無法因應系統的複雜度。「i-MAU」專案利用工業 4.0 SMP (Sensor Model Platform) 手法，包含 IIoT、AI 及結合大數據驗算法，發展出輔助決策系統，即時判斷最適合的運轉台數，讓資源調度最佳化。「i-MAU」系統已在 Fab 12A 的 P3/4 與 P5/6 廠區上線，一年預估可省下逾新台幣 1,000 萬元的電費。新系統也預計導入至新加坡新建廠 Fab 12i P3 廠區、及日本廠 USJC 等廠區。",E,Yes,新系統也預計導入至新加坡新建廠 Fab 12i P3 廠區、及日本廠 USJC 等廠區。,between_2_and_5_years,No,,N/A,umc,2303,27,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/umc_2303_page_27.pdf,https://www.umc.com/zh-TW/Download/corporate_sustainability_reports
11733,V4000_64055,於桃園觀音辦理藻礁 / 沙丘生態之旅，以實際行動倡議環境保護，落實生態永續。,E,Yes,以實際行動倡議環境保護，落實生態永續。,already,Yes,於桃園觀音辦理藻礁 / 沙丘生態之旅，以,Clear,tcfhc,5880,170,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/tcfhc_5880_page_170.pdf,https://esg.tcfhc.com.tw/report-download/
11734,V4000_57016,| | | ▪ 維持內控制度有效性。 | ▪ 依 IFRS 永續揭露準則之規定新增永續內控文件。 | ▪ 重大主題：<br>法規遵循<br>▪ 回應章節：<br>2.3 法遵治理與內稽制度 |,G,No,,N/A,N/A,,N/A,ymtc,2609,20,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/ymtc_2609_page_20.pdf,https://esg.yangming.com/esg/sustainability_report/1/
11735,V4000_55059,緯穎科技致力於提升新專案中無鹵料件的使用比例，以降低製造、使用及處置過程中對環境與人體健康的潛在危害，並設定於 2025 年起維持無鹵料件使用率達 90% 以上之目標。無鹵料件使用率自 2021 年的 85% 穩步提升至 2024 年的 93%，展現緯穎持續精進的決心與行動。為實現此目標，緯穎持續與供應鏈合作，積極尋求無鹵替代材料的可行性與解決方案。我們同時投入資源，並與客戶密切合作，導入符合環保及法規要求的無鹵設計，以實現公司的永續發展承諾。,E,Yes,緯穎科技致力於提升新專案中無鹵料件的使用比例，以降低製造、使用及處置過程中對環境與人體健康的潛在危害，並設定於 2025 年起維持無鹵料件使用率達 90% 以上之目標。,already,Yes,無鹵料件使用率自 2021 年的 85% 穩步提升至 2024 年的 93%，展現緯穎持續精進的決心與行動。,Not Clear,wiwynn,6669,65,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/wiwynn_6669_page_65.pdf,https://www.wiwynn.com/zh/esg?srsltid=AfmBOorvFrT1ZHOSpBKt9v6gwVkwdiWT6ZYLhQDWqQ06r_frvS6qSFZM
11736,V4000_52070,提供完整且即時的資訊，確保客戶產品定案的成功；強化流程與系統架構，確保客戶產品資訊受到最高規格保護。,S,Yes,提供完整且即時的資訊，確保客戶產品定案的成功；強化流程與系統架構，確保客戶產品資訊受到最高規格保護。,between_2_and_5_years,No,,N/A,tsmc,2330,79,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/tsmc_2330_page_79.pdf,https://esg.tsmc.com/zh-Hant/resources/ESG-data-hub?tab=reportbuilder
11737,V4000_25019,為確保評估結果的代表性與準確性，光寶於 2023 年針對各項 ESG 議題之外部衝擊程度進行內外部利害關係人問卷調查，回收有效問卷共 693 份。2024 年，針對各項 ESG 議題的「財務重大性」，對光寶企業價值重啟內部調查，回收問卷共 591 份。此外，我們也對焦企業風險評估調查結果，並透過外部關鍵客戶、供應商和專家溝通會議及內部次委員會會議了解重要利害關係人的意見。,G,No,,N/A,N/A,,N/A,ltc,2301,26,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/ltc_2301_page_26.pdf,https://www.liteon.com/zh-tw/esgoverview/esg-overview
11738,V4000_36080,2024年長榮航空永續報告書 (EVA Air’s Sustainability Report) 的編製是參考 GRI (Global Reporting Initiative) 和 SASB (Sustainability Accounting Standards Board) 等有關之最佳實踐報告框架，以及利害關係人之期望於公司內部制定適用流程和揭露其 ESG (環境、社會、公司治理) 績效指標達成的規定。,G,No,,N/A,N/A,,N/A,emc,2603,25,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/emc_2603_page_25.pdf,https://www.evacsr.com/
11739,V4000_16034,目前我們供水主要來自市政用水，我們制定了三大對策以促進回用水和再生水的使用，以減少用水量減少。集團設定用水密集度2020-2024年累計減量目標為4.50%，2024年實際累計減量已達25.54%。在節水措施方面，首先，我們引入了再生水用作為源頭；其次，我們廣泛應用節水設備，例如節水馬桶和龍頭節水器。最後，我們導入了減量和回用設備，不斷尋求節水機會。我們已經成功與當地再生水廠合作，在蘭考和北京廠實現民生與工業再生水的引入，有效降低了市政用水量。此外，我們將用水分為辦公宿舍用水和製程用水兩大類。針對辦公宿舍用水，我們推廣了節水馬桶和龍頭節水器等設備；對於製程用水，我們引入廢液減量設備，發展資源活化工程，達成『從搖籃到搖籃』的循環經濟目標。關於集團的用水情況及水密度數據，請查詢附錄-關鍵量化指標-水資源管理。,E,Yes,目前我們供水主要來自市政用水，我們制定了三大對策以促進回用水和再生水的使用，以減少用水量減少。集,already,Yes,集團設定用水密集度2020-2024年累計減量目標為4.50%，2024年實際累計減量已達25.54%。在節水措施方面，首先，我們引入了再生水用作為源頭；其次，我們廣泛應用節水設備，例如節水馬桶和龍頭節水器。最後，我們導入了減量和回用設備，不斷尋求節水機會。我們已經成功與當地再生水廠合作，在蘭考和北京廠實現民生與工業再生水的引入，有效降低了市政用水量。此外，我們將用水分為辦公宿舍用水和製程用水兩大類。針對辦公宿舍用水，我們推廣了節水馬桶和龍頭節水器等設備；對於製程用水，我們引入廢液減量設備，發展資源活化工程，達成『從搖籃到搖籃』的循環經濟目標。關於集團的用水情況及水密度數據，請查詢附錄-關鍵量化指標-水資源管理。,Clear,honhai,2317,138,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/honhai_2317_page_138.pdf,https://www.honhai.com/zh-tw/CSR
11740,V4000_42011,公司持續投入綠色產品研發設計、提高再生能源使用比例，並且導入 ISO 50001 能源管理系統，以降低公司溫室氣體排放量及提升設備能源效率，減緩全球暖化和氣候變遷的影響。此將符合全球趨勢、主管機關要求外，同時創造客戶與瑞昱的合作機會，並帶動供應鏈夥伴共同重視氣候變遷議題。,E,Yes,公司持續投入綠色產品研發設計、提高再生能源使用比例，,already,Yes,導入 ISO 50001 能源管理系統，以降低公司溫室氣體排放量及提升設備能源效率，減緩全球暖化和氣候變遷的影響。此,Clear,rt,2379,52,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/rt_2379_page_52.pdf,https://www.realtek.com/Article/Index?menu_id=912&lang=zh-TW
11741,V4000_14072,合庫 2020 年簽署成為 TCFD Supporter，2022 年為臺灣首家以金控名義簽署加入赤道原則協會之金融機構，2023 年通過 SBTi 中期減碳目標審核且承諾淨零，為臺灣首家公股金控加入 TNFD 論壇會員，另 2024 年開始運用 LEAP 方法學，整合 TCFD 與 TNFD 發布首本「氣候暨自然相關財務揭露報告書」，關注生物多樣性，其中 TCFD 揭露榮獲 BSI「Level-5+：Excellence」最高等級查核，以實際行動守護地球。,E,Yes,通過  ｜ SBTi  ｜ 中期減碳目標審核且承諾淨零，,already,Yes,整合 TCFD 與 TNFD 發布首本「氣候暨自然相關財務揭露報告書」，關注生物多樣性，其,Clear,tcfhc,5880,50,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/tcfhc_5880_page_50.pdf,https://esg.tcfhc.com.tw/report-download/
11742,V4000_66038,"2024 年統一企業總消耗能源總量為 1,705,790 十億焦耳 (GJ)，外購電力占消耗能源總量 43.53%，再生能源使用率 0.0018%，統一企業主要消耗能源以電力和天然氣為主，詳細歷年能源使用請參考附錄一 ESG 資訊表中的能源消耗狀況、非再生能源消耗情況與再生能源發電情況。降低能源使用量是企業減碳的首要任務，統一企業透過設定各廠節電率進行能源使用管理，在 2024 年各總廠平均節電率達 2.17%，未來統一企業將持續強化對於各總廠的節電率的管理，預期未來每年節電率均大於等於 1.0%，期望在 2030 年範疇一及二的溫室氣體排放量較 2005 年下降 38%。同時為因應當前綠能設置法規如台灣的能源大戶設置再生能源規範以及台南、台中與桃園等地的低碳城市發展條例，統一企業亦逐步完善集團的綠能轉型計畫，統一企業於 2024 年透過沼氣、太陽能、風力等發電方式，合計發電量達 684,423.95 度，其中 2024 年將部分太陽能與沼氣發電由自發自用轉為售出，總再生能源售出量達 675,761 度。統一企業近三年已投入 119.38 百萬元進行各項節能改善措施，未來將持續投入資源提升綠能發電量，並在 2024 年於新市物流園區設置 2.05MW、於新市總廠設置 0.35MW、於楊梅總廠設置 0.16MW 的太陽能發電設施。",E,Yes,未來統一企業將持續強化對於各總廠的節電率的管理，預期未來每年節電率均大於等於 1.0%，期望在 2030 年範疇一及二的溫室氣體排放量較 2005 年下降 38%。 ｜ 統一企業近三年已投入 119.38 百萬元進行各項節能改善措施，未來將持續投入資源提升綠能發電量，,longer_than_5_years,Yes,"為因應當前綠能設置法規如台灣的能源大戶設置再生能源規範以及台南、台中與桃園等地的低碳城市發展條例，統一企業亦逐步完善集團的綠能轉型計畫，統一企業於 2024 年透過沼氣、太陽能、風力等發電方式，合計發電量達 684,423.95 度，其中 2024 年將部分太陽能與沼氣發電由自發自用轉為售出，總再生能源售出量達 675,761 度。 ｜ 在 2024 年於新市物流園區設置 2.05MW、於新市總廠設置 0.35MW、於楊梅總廠設置 0.16MW 的太陽能發電設施。",Clear,unipresident,1216,49,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/unipresident_1216_page_49.pdf,https://esg.sp88.tw/book.php
11743,V4000_15020,緯創透過自主性節能減碳與積極推動能源轉型兩大策略，期望達成 2030 碳中和之目標。藉由投入研發於低碳製程、智慧節能技術，提升能源使用效率，達到節能之目的。為實踐低碳製造，各廠區積極展開節能專案，專案分為空調、空壓、生產、管理、綠色照明與其他六大面向，朝向導入智慧能源管理系統，強化管理及數據基礎兩方面行動，擬定多元化的方案，實現低碳製程與節能創新。,E,Yes,透過自主性節能減碳與積極推動能源轉型兩大策略，期望達成 2030 碳中和之目標,longer_than_5_years,Yes,藉由投入研發於低碳製程、智慧節能技術，提升能源使用效率，達到節能之目的 積極展開節能專案，專案分為空調、空壓、生產、管理、綠色照明與其他六大面向，朝向導入智慧能源管理系統，強化管理及數據基礎兩方面行動，擬定多元化的方案,Clear,wistron,3231,111,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/wistron_3231_page_111.pdf,https://esg.wistron.com/ch/report-download
11744,V4000_61081,"此外，根據聯合國環境規劃署 (United Nations Environment Programme, UNEP) 的研究報告顯示，近年建築與營建業在全球碳排放中占比近 4 成。為有效落實不動產開發之節能與減碳，富邦人壽持續在建造和營造過程實踐永續 ESG 目標，獲得國際不動產永續基準評級 (Global Real Estate Sustainability Benchmark, GRESB) 最高五星評等肯定及「區域產業領袖獎」殊榮。",E,Yes,為有效落實不動產開發之節能與減碳，富邦人壽持續在建造和營造過程實踐永續 ESG 目標，,between_2_and_5_years,Yes,"獲得國際不動產永續基準評級 (Global Real Estate Sustainability Benchmark, GRESB) 最高五星評等肯定及「區域產業領袖獎」殊榮。",Clear,fubon,2881,6,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/fubon_2881_page_6.pdf,https://esg.fubonlife.com.tw/esg-report
11745,V4000_52051,2024 年瑞昱推出「瑞昱慈善公益暨共好永續三年期計劃」新永續共好專案，規劃建構出五大主題，包含：兒少成長與婦幼安全關懷專案、偏鄉教育發展與成長關懷專案、社會互助共好有善行動力專案、學術研究與社會機構贊助專案、瑞昱遠瞻未來暨創造力希望工程公益行動專案，作為瑞昱在公益行動上之指引原則，永續地推動一系列社會共好活動，共建互助溫馨社會、共好扶持網絡願景。,S,Yes,2024 年瑞昱推出「瑞昱慈善公益暨共好永續三年期計劃」新永續共好專案，規劃建構出五大主題，包含：兒少成長與婦幼安全關懷專案、偏鄉教育發展與成長關懷專案、社會互助共好有善行動力專案、學術研究與社會機構贊助專案、瑞昱遠瞻未來暨創造力希望工程公益行動專案，作為瑞昱在公益行動上之指引原則，永續地推動一系列社會共好活動，共建互助溫馨社會、共好扶持網絡願景。,between_2_and_5_years,No,,N/A,rt,2379,151,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/rt_2379_page_151.pdf,https://www.realtek.com/Article/Index?menu_id=912&lang=zh-TW
11746,V4000_12054,價值提升：環境永續  1. 將數位技術導入節能應用及設施管理，於晶圓廠設備、製程、系統、管理推動全方位節能措施  2. 利用智慧化能源管理系統進行大數據分析，滾動檢討能耗數據並探究節能潛力  3. 透過控制系統及製程系統最佳化操作，有效管理能源使用，為業界推動智慧節能的先驅,E,No,,N/A,N/A,,N/A,umc,2303,82,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/umc_2303_page_82.pdf,https://www.umc.com/zh-TW/Download/corporate_sustainability_reports
11747,V4000_51071,"為促進社會包容性，提供金融弱勢族群更多資源，凱基銀行響應臺灣政府普惠金融相關政策，與金管會、壽險公會等單位持續溝通討論普惠金融議題，並設立公平待客委員會，定期將公平待客相關措施彙整及呈報董事會審閱，並於永續委員會設立顧客權益小組，由個人金融總處擔任組長，消費金融處、支付金融處、金融科技處等擔任專責單位，攜手運用數位科技，打造普惠金融商品與服務，協助過往不易享有銀行服務的非固定薪資族、小店家業主或年輕族群，能逐步建立信用，順利取得銀行體系價格合理之資金。展望2025年，普惠金融客群貸款核准數期望達1,440件，以協助客戶開創人生多元可能、穩定家庭幸福。",S,Yes,"為促進社會包容性，提供金融弱勢族群更多資源， ｜ 展望2025年，普惠金融客群貸款核准數期望達1,440件，以協助客戶開創人生多元可能、穩定家庭幸福。",within_2_years,Yes,凱基銀行響應臺灣政府普惠金融相關政策，與金管會、壽險公會等單位持續溝通討論普惠金融議題，並設立公平待客委員會，定期將公平待客相關措施彙整及呈報董事會審閱，並於永續委員會設立顧客權益小組，由個人金融總處擔任組長，消費金融處、支付金融處、金融科技處等擔任專責單位，攜手運用數位科技，打造普惠金融商品與服務，協助過往不易享有銀行服務的非固定薪資族、小店家業主或年輕族群，能逐步建立信用，順利取得銀行體系價格合理之資金。,Clear,kgi,2883,61,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/kgi_2883_page_61.pdf,https://www.kgi.com/zh-tw/esg
11748,V4000_33078,台光電子台灣廠區就利害關係人所關注的主要氣候風險與機會進行分析，以有利於集團未來進行衝擊調適計畫之研擬。對於台光電子本身，實體災害 (包含天然災害事件 (颱風、水災等)) 是造成營運最大的氣候風險來源，最直接的衝擊項目是產能。相對的機會點為客戶針對綠色產品需求因而加大，可增加與客戶的合作機會並驅動研發創新能力。因此，台光電子投入因應氣候變遷議題而需求升高之綠色產品的投資與研發。對於上游供應鏈，氣候變遷風險可能帶來天然災害而影響供應商正常營運，台光電子要求供應商具備彈性交貨的能力，以及提供多個出貨點等選擇，並持續深化永續供應鏈管理作為。,G,Yes,持續深化永續供應鏈管理作為。,already,Yes,光電子投入因應氣候變遷議題而需求升高之綠色產品的投資與研發。對於上游供應鏈，氣候變遷風險可能帶來天然災害而影響供應商正常營運，台光電子要求供應商具備彈性交貨的能力，以及提供多個出貨點等選擇，並,Not Clear,emc2,2383,44,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/emc2_2383_page_44.pdf,https://www.emctw.com/zh-TW/csr_report/index
11749,V4000_66011,"永康宿舍大樓空調冰水主機節能專案    年節省用電量 246,205 度 (KWh)；減少 0.8863 兆焦耳 (TJ) 之能源使用量；降低 121.63 噸 CO₂e 排放；年度節省費用 0.76 百萬元。  永康宿舍大樓汰換高耗能的 120RT 冰水機 ( 單位能耗 1.15KW/RT )，置換為永磁式 120RT 冰水機 ( 單機能耗 0.63KW/RT )。永康宿舍大樓改善後平均單位能耗較未加裝時約下降 45%。",E,No,,N/A,N/A,,N/A,unipresident,1216,97,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/unipresident_1216_page_97.pdf,https://esg.sp88.tw/book.php
11750,V4000_23006,台灣大哥大整合電信核心技術及固網服務，以「用科技擁抱愛」概念出發，並發展「數位培力」、「科技共融」為兩大方向，設定長期的前瞻規劃，透過企業、社會、政府單位與公益團體的緊密合作，形成全方位的策略聯盟，並以全新的科技教育推廣思維，推動各大公益專案全方位科技支援計畫。訂定包含用科技做公益、深耕社區關懷等5大目標的社會共融地圖。同時響應聯合國永續發展議程和17項永續發展目標(SDGs)，藉由創新科技的模式與應用，破除人類長久以來建構之價值體系所帶來的障礙，包括貧窮、不平等、資源不均等議題，每年逐一檢核專案績效及成果。,G,Yes,以「用科技擁抱愛」概念出發，並發展「數位培力」、「科技共融」為兩大方向，設定長期的前瞻規劃，,already,Yes,企業、社會、政府單位與公益團體的緊密合作，形成全方位的策略聯盟，並以全新的科技教育推廣思維，推動各大公益專案全方位科技支援計畫。訂定包含用科技做公益、深耕社區關懷等5大目標的社會共融地圖。,Clear,twm,3045,131,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/twm_3045_page_131.pdf,https://corp.taiwanmobile.com/esg/esg-report.html
11751,V4000_61003,影響：  為實踐「全民懂保險」願景，富邦人壽從社區深入偏鄉、從孩童推及長者，透過多元化的金融教育方案，提升大眾保險觀念及防詐意識；亦持續深化「友善好鄰居」計畫，透過在地業務單位的力量，結合產官學界資源關懷弱勢族群；同時積極推廣運動風氣，支持各項運動賽事，展現在社會公益的廣泛影響力。,S,Yes,4月16日,already,Yes,富邦人壽從社區深入偏鄉、從孩童推及長者，透過多元化的金融教育方案，提升大眾保險觀念及防詐意識；亦持續深化「友善好鄰居」計畫，透過在地業務單位的力量，結合產官學界資源關懷弱勢族群；同時積極推廣運動風氣，支持各項運動賽事，展現在社會公益的廣泛影響力。,Clear,fubon,2881,6,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/fubon_2881_page_6.pdf,https://esg.fubonlife.com.tw/esg-report
11752,V4000_46047,"中鋼公司軋鋼三廠榮獲經濟部「113 年節能標竿暨推動能源教育標竿獎」A 組最高榮譽金獎，在節能減碳方面表現卓越獲得表揚。軋鋼三廠推動 AI 智慧工廠，透過自主研發的「智慧燃燒監控系統」取代傳統人工量測，於第二連續退火線退火爐的 300 組燃燒器中安裝了自主研發的智慧型感測器，將燃燒器相關數據傳輸至「物聯網平台」進行燃燒效率分析，並整合了現場製程與程控電腦等資訊，大幅提升了退火爐的運作效率，每年減少 803 萬的燃氣成本及 1,077.355 公噸的碳排放。「退火爐燃燒智慧監控系統」運用人工智慧、大數據、雲端運算及專家經驗的數位轉型成功典範，未來中鋼將推展智慧創新技術，實踐中鋼「智慧精緻鋼廠」目標。",E,Yes,未來中鋼將推展智慧創新技術，實踐中鋼「智慧精緻鋼廠」目標。,longer_than_5_years,Yes,"軋鋼三廠推動 AI 智慧工廠，透過自主研發的「智慧燃燒監控系統」取代傳統人工量測，於第二連續退火線退火爐的 300 組燃燒器中安裝了自主研發的智慧型感測器，將燃燒器相關數據傳輸至「物聯網平台」進行燃燒效率分析，並整合了現場製程與程控電腦等資訊，大幅提升了退火爐的運作效率，每年減少 803 萬的燃氣成本及 1,077.355 公噸的碳排放。",Clear,csc,2002,30,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/csc_2002_page_30.pdf,https://www.csc.com.tw/csc/esg/ov/dow.html
11753,V4000_37041,萬海設定集團溫室氣體目標，以 2023 年為基準，至 2030 年為止每年較前一年額外減少排放強度 1%，2050 年達到淨零排放。同時，順應國際海事組織 (IMO) 的規範，另設超越 IMO 的船隊二氧化碳減排目標，以 2008 年為基準，2030 年減少 50% 碳排強度，2050 年達到淨零排放。,S;E,Yes,萬海設定集團溫室氣體目標，以 2023 年為基準，至 2030 年為止每年較前一年額外減少排放強度 1%，2050 年達到淨零排放。 ｜ 同時，順應國際海事組織 (IMO) 的規範，另設超越 IMO 的船隊二氧化碳減排目標，以 2008 年為基準，2030 年減少 50% 碳排強度，2050 年達到淨零排放。,longer_than_5_years,No,,N/A,wanhai,2615,69,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/wanhai_2615_page_69.pdf,https://esg.wanhai.com/wanhai/download?d=503295611635b4bd41da85
